ctry1,ctry2,name,Status,Conclusion,Entry,Effective,Termination,ctry1_iso,ctry2_iso,paircode
Japan,New Zealand,Income Tax Treaty(1963),Status: Terminated,1963,1963,1963,2014,JPN,NZL,JPN - NZL
Japan,Norway,Income Tax Treaty(1967),Status: Terminated,1967,1965,1968,1993,JPN,NOR,JPN - NOR
Japan,Pakistan,Income Tax Treaty(1959),Status: Terminated,1959,1959,1959,2009,JPN,PAK,JPN - PAK
Japan,Russia,Income Tax Treaty(1986),Status: Terminated,1986,1986,1987,2019,JPN,RUS,JPN - RUS
Japan,Seychelles,Income Tax Treaty(1970),Status: Terminated,1970,1970,1963,NA,JPN,SYC,JPN - SYC
Japan,Singapore,Income Tax Treaty(1971),Status: Terminated,1971,1971,1971,1996,JPN,SGP,JPN - SGP
Japan,Thailand,Income Tax Treaty(1963),Status: Terminated,1963,1963,1963,1991,JPN,THA,JPN - THA
Japan,United Kingdom,Income Tax Treaty(1969),Status: Terminated,1969,1970,1970,2007,JPN,GBR,JPN - GBR
Japan,United States,Income Tax Treaty(1971),Status: Terminated,1971,1972,1973,2005,JPN,USA,JPN - USA
Japan,Uzbekistan,Income Tax Treaty(1986),Status: Terminated,1986,1986,1987,2021,JPN,UZB,JPN - UZB
Kazakhstan,Malaysia,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,1995,KAZ,MYS,KAZ - MYS
Kazakhstan,Netherlands,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,NA,KAZ,NLD,KAZ - NLD
Kazakhstan,Norway,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1981,1982,NA,KAZ,NOR,KAZ - NOR
Kazakhstan,Spain,Income and Capital Tax Treaty(1985),Status: Terminated,1985,1986,1987,2008,KAZ,ESP,KAZ - ESP
Kazakhstan,Sweden,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,NA,KAZ,SWE,KAZ - SWE
Argentina,Austria,Income and Capital Tax Treaty(1979),Status: Terminated,1979,1982,1978,2009,ARG,AUT,ARG - AUT
Argentina,Chile,Income and Capital Tax Treaty(1976),Status: Terminated,1976,1985,1986,2013,ARG,CHL,ARG - CHL
Argentina,Spain,Income and Capital Tax Treaty(1992),Status: Terminated,1992,1994,1995,2013,ARG,ESP,ARG - ESP
Argentina,Sweden,Income and Capital Tax Treaty(1962),Status: Terminated,1962,1962,1963,1998,ARG,SWE,ARG - SWE
Argentina,Switzerland,Income and Capital Tax Treaty(1997),Status: Terminated,1997,NA,2001,2013,ARG,CHE,ARG - CHE
Brazil,Finland,Income Tax Treaty(1972),Status: Terminated,1972,1973,1974,1998,BRA,FIN,BRA - FIN
Brazil,Germany,Income and Capital Tax Treaty(1975),Status: Terminated,1975,1975,1976,2006,BRA,DEU,BRA - DEU
Brazil,Portugal,Income Tax Treaty(1971),Status: Terminated,1971,1971,1972,2000,BRA,PRT,BRA - PRT
Canada,Mexico,Income Tax Treaty(1991),Status: Terminated,1991,1992,1992,2008,CAN,MEX,CAN - MEX
Denmark,Falkland Islands,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1998,DNK,FLK,DNK - FLK
Falkland Islands,Switzerland,Income Tax Treaty(1963),Status: Terminated,1963,1961,1961,1997,FLK,CHE,FLK - CHE
Falkland Islands,United Kingdom,Income Tax Treaty(1984),Status: Terminated,1984,1984,1982,1997,FLK,GBR,FLK - GBR
France,Panama,Income Tax Treaty(1995),Status: Terminated,1995,1996,1996,2013,FRA,PAN,FRA - PAN
Germany,Mexico,Income and Capital Tax Treaty(1993),Status: Terminated,1993,1993,1994,2010,DEU,MEX,DEU - MEX
Germany,Uruguay,Income and Capital Tax Treaty(1987),Status: Terminated,1987,1990,1991,2012,DEU,URY,DEU - URY
Honduras,United States,Income Tax Treaty(1957),Status: Terminated,1957,NA,NA,1967,HND,USA,HND - USA
Peru,Sweden,Income and Capital Tax Treaty(1966),Status: Terminated,1966,1968,1969,2007,PER,SWE,PER - SWE
Bolivia,Colombia,Income and Capital Tax Treaty (Andean Community)(1971),Status: Terminated,1971,1980,1981,2005,BOL,COL,BOL - COL
Kazakhstan,Switzerland,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,NA,KAZ,CHE,KAZ - CHE
Kazakhstan,United Kingdom,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,NA,KAZ,GBR,KAZ - GBR
Kazakhstan,United States,Income Tax Treaty(1973),Status: Terminated,1973,1976,1976,NA,KAZ,USA,KAZ - USA
Kiribati,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,KIR,NOR,KIR - NOR
Kiribati,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,KIR,SWE,KIR - SWE
Korea (Rep.),Singapore,Income Tax Treaty(1979),Status: Terminated,1979,1981,1979,2020,KOR,SGP,KOR - SGP
Korea (Rep.),Thailand,Income Tax Treaty(1974),Status: Terminated,1974,1977,1977,2008,KOR,THA,KOR - THA
Korea (Rep.),United Arab Emirates,Income Tax Treaty(2003),Status: Terminated,2003,2005,2003,2021,KOR,ARE,KOR - ARE
Korea (Rep.),United Kingdom,Income Tax Treaty(1977),Status: Terminated,1977,1978,1976,1997,KOR,GBR,KOR - GBR
Kuwait,Mongolia,Income Tax Treaty(1998),Status: Terminated,1998,NA,1998,2015,KWT,MNG,KWT - MNG
Kyrgyzstan,Malaysia,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,NA,KGZ,MYS,KGZ - MYS
Kyrgyzstan,Netherlands,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,2010,KGZ,NLD,KGZ - NLD
Kyrgyzstan,Norway,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1981,1982,2010,KGZ,NOR,KGZ - NOR
Kyrgyzstan,Sweden,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2010,KGZ,SWE,KGZ - SWE
Kyrgyzstan,Switzerland,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,2002,KGZ,CHE,KGZ - CHE
Kyrgyzstan,United Kingdom,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,2010,KGZ,GBR,KGZ - GBR
Kyrgyzstan,United States,Income Tax Treaty(1973),Status: Terminated,1973,1976,1976,2010,KGZ,USA,KGZ - USA
Luxembourg,Mongolia,Income and Capital Tax Treaty(1998),Status: Terminated,1998,2004,2004,2014,LUX,MNG,LUX - MNG
Luxembourg,Singapore,Income and Capital Tax Treaty(1993),Status: Terminated,1993,1996,1996,2016,LUX,SGP,LUX - SGP
Malaysia,Serbia,Income Tax Treaty(1990),Status: Terminated,1990,1990,1991,2019,MYS,SRB,MYS - SRB
Malaysia,Singapore,Income Tax Treaty(1968),Status: Terminated,1968,1968,1968,2007,MYS,SGP,MYS - SGP
Malaysia,Sri Lanka,Income Tax Treaty(1972),Status: Terminated,1972,NA,1967,2000,MYS,LKA,MYS - LKA
Malaysia,Sweden,Income Tax Treaty(1970),Status: Terminated,1970,1971,1968,2006,MYS,SWE,MYS - SWE
Malaysia,Tajikistan,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,NA,MYS,TJK,MYS - TJK
Malaysia,Turkmenistan,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,NA,MYS,TKM,MYS - TKM
Anguilla,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,AIA,DNK,AIA - DNK
Anguilla,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,AIA,NOR,AIA - NOR
Anguilla,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,AIA,SWE,AIA - SWE
Antigua and Barbuda,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,ATG,DNK,ATG - DNK
Antigua and Barbuda,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,ATG,NOR,ATG - NOR
Antigua and Barbuda,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,ATG,SWE,ATG - SWE
Aruba,United States,Income Tax Treaty(1948),Status: Terminated,1948,NA,1986,1988,ABW,USA,ABW - USA
Barbados,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,BRB,DNK,BRB - DNK
Barbados,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,BRB,NOR,BRB - NOR
Barbados,United Kingdom,Income Tax Treaty(1970),Status: Terminated,1970,1970,1969,2013,BRB,GBR,BRB - GBR
Barbados,United Kingdom,Income Tax Treaty(1949),Status: Terminated,1949,1949,1948,1969,BRB,GBR,BRB - GBR
Belize,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,BLZ,DNK,BLZ - DNK
Belize,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,BLZ,NOR,BLZ - NOR
Belize,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,BLZ,SWE,BLZ - SWE
British Virgin Islands,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,VGB,DNK,VGB - DNK
British Virgin Islands,Japan,Income Tax Treaty(1970),Status: Terminated,1970,1970,1963,2001,VGB,JPN,VGB - JPN
British Virgin Islands,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,VGB,NOR,VGB - NOR
British Virgin Islands,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,VGB,SWE,VGB - SWE
Canada,Trinidad and Tobago,Income Tax Treaty(1966),Status: Terminated,1966,1967,1967,1996,CAN,TTO,CAN - TTO
Denmark,Dominica,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,DNK,DMA,DNK - DMA
Malaysia,United Kingdom,Income Tax Treaty(1973),Status: Terminated,1973,1973,1973,2000,MYS,GBR,MYS - GBR
Malaysia,Uzbekistan,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,NA,MYS,UZB,MYS - UZB
Mongolia,Netherlands,Income Tax Treaty(2002),Status: Terminated,2002,2003,2004,2014,MNG,NLD,MNG - NLD
Mongolia,United Arab Emirates,Income Tax Treaty(2001),Status: Terminated,2001,NA,2001,2015,MNG,ARE,MNG - ARE
Netherlands,Tajikistan,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,2021,NLD,TJK,NLD - TJK
Netherlands,Turkmenistan,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,2000,NLD,TKM,NLD - TKM
Netherlands,Uzbekistan,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,NA,NLD,UZB,NLD - UZB
New Zealand,Samoa,Income Tax Treaty(2010),Status: Terminated,2010,2012,2013,2016,NZL,WSM,NZL - WSM
New Zealand,Singapore,Income Tax Treaty(1973),Status: Terminated,1973,1973,1973,2011,NZL,SGP,NZL - SGP
New Zealand,United Kingdom,Income Tax Treaty(1966),Status: Terminated,1966,1966,1965,1984,NZL,GBR,NZL - GBR
New Zealand,United Kingdom,Income Tax Treaty(1947),Status: Terminated,1947,1947,1946,1965,NZL,GBR,NZL - GBR
New Zealand,United States,Income Tax Treaty(1948),Status: Terminated,1948,1951,1952,1984,NZL,USA,NZL - USA
Norway,Singapore,Income Tax Treaty(1984),Status: Terminated,1984,1985,1986,1999,NOR,SGP,NOR - SGP
Norway,Singapore,Income Tax Treaty(1966),Status: Terminated,1966,1966,1966,1986,NOR,SGP,NOR - SGP
Norway,Solomon Islands,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,SLB,NOR - SLB
Norway,Sri Lanka,Income and Capital Tax Treaty(1964),Status: Terminated,1964,1966,1962,1989,NOR,LKA,NOR - LKA
Norway,Tajikistan,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1981,1982,NA,NOR,TJK,NOR - TJK
Norway,Thailand,Income and Capital Tax Treaty(1964),Status: Terminated,1964,1964,1964,2004,NOR,THA,NOR - THA
Norway,Tuvalu,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,TUV,NOR - TUV
Norway,Uzbekistan,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1981,1982,NA,NOR,UZB,NOR - UZB
Pakistan,Romania,Income Tax Treaty(1978),Status: Terminated,1978,1980,1980,2002,PAK,ROU,PAK - ROU
Pakistan,Switzerland,Income Tax Treaty(2005),Status: Terminated,2005,2008,2009,2019,PAK,CHE,PAK - CHE
Pakistan,Switzerland,Income Tax Treaty(1959),Status: Terminated,1959,1960,1959,2009,PAK,CHE,PAK - CHE
Pakistan,United Kingdom,Income Tax Treaty(1961),Status: Terminated,1961,NA,1960,1988,PAK,GBR,PAK - GBR
Philippines,Sweden,Income Tax Treaty(1987),Status: Terminated,1987,1989,1990,2004,PHL,SWE,PHL - SWE
Denmark,Jamaica,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1992,DNK,JAM,DNK - JAM
Denmark,Montserrat,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,DNK,MSR,DNK - MSR
Denmark,Netherlands Antilles,Income and Capital Tax Treaty(1960),Status: Terminated,1960,NA,1958,1987,DNK,NA,DNK - NA
Denmark,St. Kitts and Nevis,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1988,DNK,KNA,DNK - KNA
Denmark,St. Lucia,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,DNK,LCA,DNK - LCA
Denmark,St. Vincent and the Grenadines,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,DNK,VCT,DNK - VCT
Dominica,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,DMA,NOR,DMA - NOR
Dominica,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,DMA,SWE,DMA - SWE
Dominica,United Kingdom,Income Tax Treaty(1949),Status: Terminated,1949,NA,1949,1987,DMA,GBR,DMA - GBR
Grenada,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,GRD,NOR,GRD - NOR
Grenada,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,GRD,SWE,GRD - SWE
Japan,Montserrat,Income Tax Treaty(1970),Status: Terminated,1970,1970,1963,2001,JPN,MSR,JPN - MSR
Montserrat,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,MSR,NOR,MSR - NOR
Montserrat,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,MSR,SWE,MSR - SWE
Netherlands Antilles,United Kingdom,Income Tax Treaty(1970),Status: Terminated,1970,1971,1970,1989,NA,GBR,NA - GBR
Netherlands Antilles,United States,Income Tax Treaty(1948),Status: Terminated,1948,NA,1955,1988,NA,USA,NA - USA
Norway,St. Kitts and Nevis,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,KNA,NOR - KNA
Norway,St. Lucia,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,LCA,NOR - LCA
Norway,St. Vincent and the Grenadines,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,VCT,NOR - VCT
South Africa,Trinidad and Tobago,Income Tax Treaty(1960),Status: Terminated,1960,1960,1951,NA,ZAF,TTO,ZAF - TTO
Philippines,Sweden,Income and Capital Tax Treaty(1966),Status: Terminated,1966,1969,1970,1990,PHL,SWE,PHL - SWE
Philippines,Thailand,Income Tax Treaty(1982),Status: Terminated,1982,1983,1983,2019,PHL,THA,PHL - THA
Poland,Singapore,Income Tax Treaty(1993),Status: Terminated,1993,1993,1993,2015,POL,SGP,POL - SGP
Poland,Sri Lanka,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1983,1983,2020,POL,LKA,POL - LKA
Singapore,South Africa,Income Tax Treaty(1996),Status: Terminated,1996,1997,1998,2017,SGP,ZAF,SGP - ZAF
Singapore,Sri Lanka,Income Tax Treaty(1979),Status: Terminated,1979,1980,1977,2018,SGP,LKA,SGP - LKA
Singapore,Switzerland,Income and Capital Tax Treaty(1975),Status: Terminated,1975,1976,1974,2013,SGP,CHE,SGP - CHE
Singapore,Thailand,Income Tax Treaty(1975),Status: Terminated,1975,1976,1976,2017,SGP,THA,SGP - THA
Singapore,United Kingdom,Income Tax Treaty(1966),Status: Terminated,1966,1967,1966,1998,SGP,GBR,SGP - GBR
Slovenia,Sri Lanka,Income and Capital Tax Treaty(1985),Status: Terminated,1985,1986,1987,NA,SVN,LKA,SVN - LKA
Spain,Uzbekistan,Income and Capital Tax Treaty(1985),Status: Terminated,1985,1986,1987,2010,ESP,UZB,ESP - UZB
Sri Lanka,Sweden,Income Tax Treaty(1957),Status: Terminated,1957,NA,NA,1985,LKA,SWE,LKA - SWE
Sri Lanka,United Kingdom,Income Tax Treaty(1950),Status: Terminated,1950,1950,1950,1965,LKA,GBR,LKA - GBR
Sweden,Tajikistan,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,NA,SWE,TJK,SWE - TJK
Sweden,Thailand,Income and Capital Tax Treaty(1961),Status: Terminated,1961,1962,1961,1990,SWE,THA,SWE - THA
Sweden,Tuvalu,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,TUV,SWE - TUV
Sweden,Uzbekistan,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,NA,SWE,UZB,SWE - UZB
Switzerland,Tajikistan,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,NA,CHE,TJK,CHE - TJK
Switzerland,Turkmenistan,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,2014,CHE,TKM,CHE - TKM
Switzerland,Uzbekistan,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,NA,CHE,UZB,CHE - UZB
Tajikistan,United Kingdom,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,NA,TJK,GBR,TJK - GBR
Turkmenistan,United Kingdom,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,2017,TKM,GBR,TKM - GBR
United Kingdom,Uzbekistan,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,1995,GBR,UZB,GBR - UZB
St. Kitts and Nevis,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,KNA,SWE,KNA - SWE
St. Lucia,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,LCA,SWE,LCA - SWE
St. Vincent and the Grenadines,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,VCT,SWE,VCT - SWE
Afghanistan,Iran,Income Tax Treaty,Status: Under Negotiations,NA,NA,NA,NA,AFG,IRN,AFG - IRN
Afghanistan,Pakistan,Income Tax Treaty,Status: Under Negotiations,NA,NA,NA,NA,AFG,PAK,AFG - PAK
Afghanistan,Turkey,Income Tax Treaty,Status: Under Negotiations,NA,NA,NA,NA,AFG,TUR,AFG - TUR
Albania,Austria,Income and Capital Tax Treaty(2007),Status: In Force,2007,2008,2009,NA,ALB,AUT,ALB - AUT
Albania,Austria,Income and Capital Tax Treaty(2007)_1,Status: In Force,2007,2008,2009,NA,ALB,AUT,ALB - AUT
Albania,Austria,Income and Capital Tax Treaty(2007)_2,Status: In Force,2007,2008,2009,NA,ALB,AUT,ALB - AUT
Albania,Azerbaijan,Income and Capital Tax Treaty,Status: Under Negotiations,NA,NA,NA,NA,ALB,AZE,ALB - AZE
Albania,Belgium,Income and Capital Tax Treaty(2002),Status: In Force,2002,2004,2005,NA,ALB,BEL,ALB - BEL
Albania,Belgium,Income and Capital Tax Treaty(2002)_1,Status: In Force,2002,2004,2005,NA,ALB,BEL,ALB - BEL
Albania,Belgium,Income and Capital Tax Treaty(2002)_2,Status: In Force,2002,2004,2005,NA,ALB,BEL,ALB - BEL
Albania,Belgium,Income and Capital Tax Treaty(2002)_3,Status: In Force,2002,2004,2005,NA,ALB,BEL,ALB - BEL
Albania,Bosnia and Herzegovina,Income and Capital Tax Treaty(2008),Status: In Force,2008,2012,2013,NA,ALB,BIH,ALB - BIH
Armenia,India,Income Tax Treaty(1988),Status: Terminated,1988,1989,1990,2005,ARM,IND,ARM - IND
Austria,India,Income Tax Treaty(1963),Status: Terminated,1963,1965,1962,2002,AUT,IND,AUT - IND
Austria,Japan,Income Tax Treaty(1961),Status: Terminated,1961,1963,1963,2019,AUT,JPN,AUT - JPN
Austria,Kazakhstan,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,NA,AUT,KAZ,AUT - KAZ
Austria,Kyrgyzstan,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2004,AUT,KGZ,AUT - KGZ
Austria,Pakistan,Income Tax Treaty(1970),Status: Terminated,1970,1971,1968,2008,AUT,PAK,AUT - PAK
Austria,Tajikistan,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2013,AUT,TJK,AUT - TJK
Austria,Turkmenistan,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2017,AUT,TKM,AUT - TKM
Austria,Uzbekistan,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2002,AUT,UZB,AUT - UZB
Belarus,India,Income Tax Treaty(1988),Status: Terminated,1988,1989,1990,NA,BLR,IND,BLR - IND
Belgium,China (People's Rep.),Income Tax Treaty(1985),Status: Terminated,1985,1987,1988,2014,BEL,CHN,BEL - CHN
Belgium,India,Income Tax Treaty(1974),Status: Terminated,1974,1975,1975,1998,BEL,IND,BEL - IND
Belgium,Indonesia,Income and Capital Tax Treaty(1973),Status: Terminated,1973,1975,1975,2001,BEL,IDN,BEL - IDN
Belgium,Japan,Income Tax Treaty(1968),Status: Terminated,1968,1970,1970,2020,BEL,JPN,BEL - JPN
Belgium,Kazakhstan,Income and Capital Tax Treaty(1987),Status: Terminated,1987,1991,1990,2000,BEL,KAZ,BEL - KAZ
Belgium,Singapore,Income Tax Treaty(1972),Status: Terminated,1972,1973,1973,2009,BEL,SGP,BEL - SGP
Belgium,Uzbekistan,Income and Capital Tax Treaty(1987),Status: Terminated,1987,1991,1990,1997,BEL,UZB,BEL - UZB
British Virgin Islands,Japan,Income Tax Treaty(1970),Status: Terminated,1970,1970,1963,2001,VGB,JPN,VGB - JPN
Canada,India,Income Tax Treaty(1985),Status: Terminated,1985,1986,1987,1998,CAN,IND,CAN - IND
Canada,Japan,Income Tax Treaty(1964),Status: Terminated,1964,1965,1965,1988,CAN,JPN,CAN - JPN
Canada,Kazakhstan,Income Tax Treaty(1985),Status: Terminated,1985,1986,1987,NA,CAN,KAZ,CAN - KAZ
Canada,Korea (Rep.),Income Tax Treaty(1978),Status: Terminated,1978,1980,1980,2007,CAN,KOR,CAN - KOR
Canada,Kyrgyzstan,Income Tax Treaty(1985),Status: Terminated,1985,1986,1987,NA,CAN,KGZ,CAN - KGZ
Albania,Kosovo,Income and Capital Tax Agreement(2004),Status: Terminated,2004,2005,2006,2016,ALB,NA,ALB - NA
Algeria,France,"Income, Inheritance, Registration and Stamp Tax Treaty(1982)",Status: Terminated,1982,1984,1984,2002,DZA,FRA,DZA - FRA
Anguilla,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,AIA,DNK,AIA - DNK
Anguilla,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,AIA,NOR,AIA - NOR
Anguilla,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,AIA,SWE,AIA - SWE
Antigua and Barbuda,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,ATG,DNK,ATG - DNK
Antigua and Barbuda,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,ATG,NOR,ATG - NOR
Antigua and Barbuda,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,ATG,SWE,ATG - SWE
Argentina,Austria,Income and Capital Tax Treaty(1979),Status: Terminated,1979,1982,1978,2009,ARG,AUT,ARG - AUT
Argentina,Chile,Income and Capital Tax Treaty(1976),Status: Terminated,1976,1985,1986,2013,ARG,CHL,ARG - CHL
Argentina,Spain,Income and Capital Tax Treaty(1992),Status: Terminated,1992,1994,1995,2013,ARG,ESP,ARG - ESP
Argentina,Sweden,Income and Capital Tax Treaty(1962),Status: Terminated,1962,1962,1963,1998,ARG,SWE,ARG - SWE
Argentina,Switzerland,Income and Capital Tax Treaty(1997),Status: Terminated,1997,NA,2001,2013,ARG,CHE,ARG - CHE
Armenia,Austria,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2005,ARM,AUT,ARM - AUT
Armenia,Belgium,Income and Capital Tax Treaty(1987),Status: Terminated,1987,1991,1990,2005,ARM,BEL,ARM - BEL
Armenia,Canada,Income Tax Treaty(1985),Status: Terminated,1985,1986,1987,NA,ARM,CAN,ARM - CAN
