country,start_inventory,cases_started,cases_closed,end_inventory,year,type,months,closing_ratio,portion_if_cases,iso3c
Qatar,32,0,0,32,2019,other,no cases closed,no cases closed,0,QAT
Portugal,30,30,26,34,2019,other,17.27,58,9,PRT
Czech Republic,27,11,16,22,2019,other,31.6,49,23,CZE
Morocco,24,2,0,26,2019,other,no cases closed,no cases closed,92,MAR
Slovak Republic,24,5,6,23,2019,other,86.37,23,48,SVK
Indonesia,22,6,6,22,2019,other,29.49,24,59,IDN
Greece,21,11,12,20,2019,other,27.09,45,20,GRC
Ireland,21,28,6,43,2019,other,15.07,17,14,IRL
Kazakhstan,19,0,0,19,2019,other,no cases closed,no cases closed,47,KAZ
Slovenia,18,9,7,20,2019,other,31.14,31,20,SVN
South Africa,18,7,11,14,2019,other,26.68,51,7,ZAF
Singapore,15,6,5,16,2019,other,20.17,28,13,SGP
Mexico,14,4,3,15,2019,other,18.96,19,7,MEX
Australia,12,15,11,16,2019,other,11.31,56,6,AUS
Brazil,12,0,6,6,2019,other,67.45,50,17,BRA
Croatia,12,4,5,11,2019,other,47.37,36,45,HRV
Romania,12,8,4,16,2019,other,9.52,25,13,ROU
Türkiye,12,3,4,11,2019,other,27.58,30,45,TUR
Russia,10,3,0,13,2019,other,no cases closed,no cases closed,0,RUS
Hungary,9,5,3,11,2019,other,8.15,26,36,HUN
Japan,9,4,4,9,2019,other,33.45,36,22,JPN
Thailand,9,3,0,12,2019,other,no cases closed,no cases closed,42,THA
Argentina,7,3,1,9,2019,other,0.43,12,11,ARG
Bulgaria,7,0,2,5,2019,other,26.76,29,60,BGR
Israel,7,4,5,6,2019,other,11.87,56,17,ISR
New Zealand,7,9,8,8,2019,other,12.3,50,0,NZL
Saudi Arabia,7,3,6,4,2019,other,17.8,70,0,SAU
"Hong Kong, China",6,7,0,13,2019,other,no cases closed,no cases closed,23,HKG
Tunisia,6,1,0,7,2019,other,no cases closed,no cases closed,0,TUN
Kenya,4,1,1,4,2019,other,5,22,25,KEN
Latvia,4,0,3,1,2019,other,37.67,75,100,LVA
Dominican Republic,3,0,0,3,2019,other,no cases closed,no cases closed,33,DOM
Faroe Islands,3,1,3,1,2019,other,9.67,86,100,FRO
Liechtenstein,3,15,3,15,2019,other,3.29,29,7,LIE
Malta,3,0,1,2,2019,other,8,33,100,MLT
Chile,2,0,0,2,2019,other,no cases closed,no cases closed,0,CHL
Colombia,2,0,0,2,2019,other,no cases closed,no cases closed,0,COL
Lithuania,2,1,1,2,2019,other,16.54,40,50,LTU
Mauritius,2,1,0,3,2019,other,no cases closed,no cases closed,0,MUS
Barbados,1,2,0,3,2019,other,no cases closed,no cases closed,0,BRB
Greenland,1,2,0,3,2019,other,no cases closed,no cases closed,33,GRL
Iceland,1,6,2,5,2019,other,9.12,50,0,ISL
Isle of Man,1,0,1,0,2019,other,13.55,100,0,IMN
Pakistan,1,0,0,1,2019,other,no cases closed,no cases closed,0,PAK
Peru,1,0,0,1,2019,other,no cases closed,no cases closed,0,PER
Serbia,1,1,0,2,2019,other,no cases closed,no cases closed,50,SRB
Trinidad and Tobago,1,0,0,1,2019,other,no cases closed,no cases closed,0,TTO
Uruguay,1,0,0,1,2019,other,no cases closed,no cases closed,0,URY
Viet Nam,1,0,1,0,2019,other,23.15,100,0,VNM
Zambia,1,1,0,2,2019,other,no cases closed,no cases closed,0,ZMB
Andorra,0,0,0,0,2019,other,no cases closed,n.a.,0,AND
Angola,0,0,0,0,2019,other,no cases closed,n.a.,0,AGO
Aruba,0,3,0,3,2019,other,no cases closed,no cases closed,0,ABW
Bahamas,0,0,0,0,2019,other,no cases closed,n.a.,0,BHS
Bahrain,0,0,0,0,2019,other,no cases closed,n.a.,0,BHR
Belize,0,0,0,0,2019,other,no cases closed,n.a.,0,BLZ
Bermuda,0,0,0,0,2019,other,no cases closed,n.a.,0,BMU
Bosnia and Herzegovina,0,0,0,0,2019,other,no cases closed,n.a.,0,BIH
British Virgin Islands,0,0,0,0,2019,other,no cases closed,n.a.,0,VGB
Brunei Darussalam,0,0,0,0,2019,other,no cases closed,n.a.,0,BRN
Cayman Islands,0,0,0,0,2019,other,no cases closed,n.a.,0,CYM
Cook Islands,0,0,0,0,2019,other,no cases closed,n.a.,0,COK
Costa Rica,0,0,0,0,2019,other,no cases closed,n.a.,0,CRI
Côte d'Ivoire,0,0,0,0,2019,other,no cases closed,n.a.,0,CIV
Curaçao,0,0,0,0,2019,other,no cases closed,n.a.,0,CUW
Estonia,0,0,0,0,2019,other,no cases closed,n.a.,0,EST
Georgia,0,0,0,0,2019,other,no cases closed,n.a.,0,GEO
Gibraltar,0,0,0,0,2019,other,no cases closed,n.a.,0,GIB
Guernsey,0,0,0,0,2019,other,no cases closed,n.a.,0,GGY
Jordan,0,0,0,0,2019,other,no cases closed,n.a.,0,JOR
Liberia,0,0,0,0,2019,other,no cases closed,n.a.,0,LBR
"Macau, China",0,0,0,0,2019,other,no cases closed,n.a.,0,MAC
Monaco,0,0,0,0,2019,other,no cases closed,n.a.,0,MCO
Mongolia,0,0,0,0,2019,other,no cases closed,n.a.,0,MNG
Nigeria,0,0,0,0,2019,other,no cases closed,n.a.,0,NGA
Oman,0,0,0,0,2019,other,no cases closed,n.a.,0,OMN
Panama,0,0,0,0,2019,other,no cases closed,n.a.,0,PAN
Papua New Guinea,0,0,0,0,2019,other,no cases closed,n.a.,0,PNG
Saint Kitts and Nevis,0,0,0,0,2019,other,no cases closed,n.a.,0,KNA
Senegal,0,0,0,0,2019,other,no cases closed,n.a.,0,SEN
Seychelles,0,0,0,0,2019,other,no cases closed,n.a.,0,SYC
Turks and Caicos Islands,0,0,0,0,2019,other,no cases closed,n.a.,0,TCA
Ukraine,0,0,0,0,2019,other,no cases closed,n.a.,0,UKR
United Arab Emirates,0,0,0,0,2019,other,no cases closed,n.a.,0,ARE
India,721,184,115,790,2019,tp,33.8,14,48,IND
United States,629,188,142,675,2019,tp,35.2,20,36,USA
France,548,164,210,502,2019,tp,31.49,33,31,FRA
Italy,500,283,141,642,2019,tp,28.52,22,14,ITA
Germany,493,241,218,516,2019,tp,36.5,36,14,DEU
United Kingdom,242,121,72,291,2019,tp,20.6,24,17,GBR
Spain,239,132,108,263,2019,tp,33.25,35,10,ESP
Switzerland,148,95,54,189,2019,tp,23.23,28,13,CHE
Austria,146,46,58,134,2019,tp,29.11,34,28,AUT
Denmark,140,67,71,136,2019,tp,30.04,41,27,DNK
Sweden,128,47,53,122,2019,tp,30.1,35,20,SWE
Netherlands,119,71,67,123,2019,tp,26.52,43,15,NLD
Canada,114,50,40,124,2019,tp,19.34,29,9,CAN
Japan,81,47,53,75,2019,tp,20.74,51,29,JPN
Belgium,78,51,37,92,2019,tp,32.1,36,8,BEL
Korea,72,36,18,90,2019,tp,43.64,20,11,KOR
China,59,10,15,54,2019,tp,47.38,23,22,CHN
Poland,54,22,10,66,2019,tp,28.33,15,30,POL
Finland,42,10,18,34,2019,tp,21.23,38,29,FIN
Portugal,41,10,12,39,2019,tp,47.5,26,15,PRT
Romania,40,8,3,45,2019,tp,48.15,7,31,ROU
Indonesia,37,9,10,36,2019,tp,30.55,24,19,IDN
Luxembourg,37,17,12,42,2019,tp,27.52,26,12,LUX
Ireland,36,12,5,43,2019,tp,27.84,12,21,IRL
Czech Republic,27,6,7,26,2019,tp,27.12,23,35,CZE
Mexico,26,14,4,36,2019,tp,16.69,12,8,MEX
Norway,23,12,16,19,2019,tp,16.4,55,26,NOR
Australia,19,9,9,19,2019,tp,35.96,38,16,AUS
Singapore,18,12,12,18,2019,tp,21.52,50,6,SGP
Brazil,15,5,2,18,2019,tp,23.54,11,17,BRA
Slovak Republic,14,6,2,18,2019,tp,15.24,12,33,SVK
Greece,12,4,1,15,2019,tp,20.68,7,47,GRC
Israel,11,1,5,7,2019,tp,23.62,44,0,ISR
Russia,11,6,0,17,2019,tp,no cases closed,no cases closed,6,RUS
"Hong Kong, China",10,1,4,7,2019,tp,21.44,38,14,HKG
South Africa,10,4,3,11,2019,tp,34.51,25,55,ZAF
Viet Nam,9,3,1,11,2019,tp,0,10,45,VNM
Estonia,8,3,1,10,2019,tp,2,11,0,EST
Slovenia,8,3,1,10,2019,tp,23.74,11,0,SVN
Türkiye,8,2,4,6,2019,tp,40.57,44,0,TUR
Argentina,7,3,3,7,2019,tp,19.78,35,14,ARG
Hungary,7,4,2,9,2019,tp,30.34,22,22,HUN
Malaysia,6,2,0,8,2019,tp,no cases closed,no cases closed,13,MYS
New Zealand,6,3,3,6,2019,tp,16.26,40,0,NZL
Bulgaria,5,3,2,6,2019,tp,20.68,31,50,BGR
Croatia,5,0,1,4,2019,tp,20.68,20,0,HRV
Liechtenstein,4,0,0,4,2019,tp,no cases closed,no cases closed,25,LIE
Kazakhstan,3,0,0,3,2019,tp,no cases closed,no cases closed,0,KAZ
Malta,3,3,0,6,2019,tp,no cases closed,no cases closed,0,MLT
Mauritius,3,1,0,4,2019,tp,no cases closed,no cases closed,25,MUS
Zambia,3,0,0,3,2019,tp,no cases closed,no cases closed,33,ZMB
Nigeria,2,0,1,1,2019,tp,20.68,50,0,NGA
Saudi Arabia,2,0,1,1,2019,tp,11.41,50,0,SAU
Serbia,2,2,1,3,2019,tp,20.68,33,0,SRB
Tunisia,2,1,0,3,2019,tp,no cases closed,no cases closed,0,TUN
Chile,1,0,1,0,2019,tp,38.47,100,0,CHL
Colombia,1,0,0,1,2019,tp,no cases closed,no cases closed,100,COL
Greenland,1,2,0,3,2019,tp,no cases closed,no cases closed,0,GRL
Latvia,1,3,1,3,2019,tp,41,40,0,LVA
Morocco,1,0,0,1,2019,tp,no cases closed,no cases closed,100,MAR
Pakistan,1,0,0,1,2019,tp,no cases closed,n.a.,0,PAK
Panama,1,0,0,1,2019,tp,no cases closed,no cases closed,0,PAN
Thailand,1,0,1,0,2019,tp,9.79,100,0,THA
Andorra,0,0,0,0,2019,tp,no cases closed,n.a.,0,AND
Angola,0,0,0,0,2019,tp,no cases closed,n.a.,0,AGO
Aruba,0,0,0,0,2019,tp,no cases closed,n.a.,0,ABW
Bahamas,0,0,0,0,2019,tp,no cases closed,n.a.,0,BHS
Bahrain,0,0,0,0,2019,tp,no cases closed,n.a.,0,BHR
Barbados,0,0,0,0,2019,tp,no cases closed,n.a.,0,BRB
Belize,0,0,0,0,2019,tp,no cases closed,n.a.,0,BLZ
Bermuda,0,0,0,0,2019,tp,no cases closed,n.a.,0,BMU
Bosnia and Herzegovina,0,0,0,0,2019,tp,no cases closed,n.a.,0,BIH
British Virgin Islands,0,0,0,0,2019,tp,no cases closed,n.a.,0,VGB
Brunei Darussalam,0,0,0,0,2019,tp,no cases closed,n.a.,0,BRN
Cayman Islands,0,0,0,0,2019,tp,no cases closed,n.a.,0,CYM
Cook Islands,0,0,0,0,2019,tp,no cases closed,n.a.,0,COK
Costa Rica,0,0,0,0,2019,tp,no cases closed,n.a.,0,CRI
Côte d'Ivoire,0,0,0,0,2019,tp,no cases closed,n.a.,0,CIV
Curaçao,0,0,0,0,2019,tp,no cases closed,n.a.,0,CUW
Dominican Republic,0,0,0,0,2019,tp,no cases closed,n.a.,0,DOM
Faroe Islands,0,0,0,0,2019,tp,no cases closed,n.a.,0,FRO
Georgia,0,0,0,0,2019,tp,no cases closed,n.a.,0,GEO
Gibraltar,0,0,0,0,2019,tp,no cases closed,n.a.,0,GIB
Guernsey,0,0,0,0,2019,tp,no cases closed,n.a.,0,GGY
Iceland,0,0,0,0,2019,tp,no cases closed,n.a.,0,ISL
Isle of Man,0,0,0,0,2019,tp,no cases closed,n.a.,0,IMN
Jordan,0,0,0,0,2019,tp,no cases closed,n.a.,0,JOR
Kenya,0,4,0,4,2019,tp,no cases closed,n.a.,0,KEN
Liberia,0,0,0,0,2019,tp,no cases closed,n.a.,0,LBR
Lithuania,0,0,0,0,2019,tp,no cases closed,n.a.,0,LTU
"Macau, China",0,0,0,0,2019,tp,no cases closed,n.a.,0,MAC
Monaco,0,0,0,0,2019,tp,no cases closed,n.a.,0,MCO
Mongolia,0,0,0,0,2019,tp,no cases closed,n.a.,0,MNG
Oman,0,0,0,0,2019,tp,no cases closed,n.a.,0,OMN
Papua New Guinea,0,0,0,0,2019,tp,no cases closed,n.a.,0,PNG
Peru,0,0,0,0,2019,tp,no cases closed,n.a.,0,PER
Qatar,0,0,0,0,2019,tp,no cases closed,n.a.,0,QAT
Saint Kitts and Nevis,0,0,0,0,2019,tp,no cases closed,n.a.,0,KNA
Senegal,0,0,0,0,2019,tp,no cases closed,n.a.,0,SEN
Seychelles,0,0,0,0,2019,tp,no cases closed,n.a.,0,SYC
Trinidad and Tobago,0,0,0,0,2019,tp,no cases closed,n.a.,0,TTO
Turks and Caicos Islands,0,0,0,0,2019,tp,no cases closed,n.a.,0,TCA
Ukraine,0,0,0,0,2019,tp,no cases closed,n.a.,0,UKR
United Arab Emirates,0,0,0,0,2019,tp,no cases closed,n.a.,0,ARE
Uruguay,0,0,0,0,2019,tp,no cases closed,n.a.,0,URY
Germany,1244,747,569,1422,2020,all,22.84,35,12,DEU
United States,1002,295,357,940,2020,all,39.82,31,27,USA
India,947,108,182,873,2020,all,62.72,18,43,IND
France,908,414,339,983,2020,all,23.95,30,21,FRA
Italy,888,373,266,995,2020,all,33.54,25,12,ITA
United Kingdom,574,403,335,642,2020,all,19.66,43,9,GBR
Belgium,563,445,356,652,2020,all,13.22,45,6,BEL
Spain,442,273,148,567,2020,all,24.17,26,6,ESP
Switzerland,375,236,181,430,2020,all,20.09,37,8,CHE
Netherlands,323,218,180,361,2020,all,16.14,42,8,NLD
Austria,306,99,119,286,2020,all,26.35,33,22,AUT
Sweden,242,174,104,312,2020,all,24.85,32,6,SWE
Luxembourg,216,193,212,197,2020,all,11,68,11,LUX
Denmark,209,112,71,250,2020,all,42.6,27,14,DNK
Canada,165,72,74,163,2020,all,21.83,37,7,CAN
Korea,158,41,31,168,2020,all,29.07,17,19,KOR
Poland,154,46,43,157,2020,all,36.02,24,18,POL
China,121,46,15,152,2020,all,39.27,10,18,CHN
Finland,97,74,39,132,2020,all,23.42,29,20,FIN
Romania,96,18,14,100,2020,all,8.68,13,41,ROU
Ireland,86,103,38,151,2020,all,12.55,28,9,IRL
Japan,85,46,28,103,2020,all,42.14,26,12,JPN
Portugal,75,39,20,94,2020,all,15.87,21,9,PRT
Norway,68,73,64,77,2020,all,20.14,61,5,NOR
Indonesia,59,12,24,47,2020,all,62.84,37,17,IDN
Mexico,52,31,19,64,2020,all,14.7,28,6,MEX
Czech Republic,48,19,19,48,2020,all,27.63,33,23,CZE
Malaysia,47,7,28,26,2020,all,20.18,55,4,MYS
Slovak Republic,40,12,11,41,2020,all,44.76,24,29,SVK
Greece,35,6,7,34,2020,all,22.15,18,29,GRC
Australia,34,41,24,51,2020,all,7.38,44,6,AUS
Singapore,34,22,15,41,2020,all,16.96,33,7,SGP
Qatar,32,0,25,7,2020,all,18.64,78,0,QAT
Morocco,30,2,2,30,2020,all,86.9,6,83,MAR
Slovenia,30,6,5,31,2020,all,10.54,15,13,SVN
Russia,29,7,2,34,2020,all,10.41,6,3,RUS
Brazil,27,4,2,29,2020,all,1.48,7,14,BRA
Kazakhstan,26,2,0,28,2020,all,no cases closed,no cases closed,32,KAZ
South Africa,24,20,7,37,2020,all,24.72,21,16,ZAF
Hungary,23,7,8,22,2020,all,21.57,30,23,HUN
"Hong Kong, China",20,7,10,17,2020,all,26.48,43,18,HKG
Liechtenstein,19,1,11,9,2020,all,16.76,56,22,LIE
Türkiye,17,9,2,24,2020,all,56.18,9,17,TUR
Argentina,16,5,2,19,2020,all,8.15,11,11,ARG
Croatia,15,3,1,17,2020,all,2.98,6,29,HRV
Bulgaria,14,5,12,7,2020,all,42.14,73,14,BGR
Tunisia,14,0,1,13,2020,all,37.71,7,23,TUN
Israel,13,13,11,15,2020,all,13.95,56,0,ISR
New Zealand,13,18,19,12,2020,all,6.07,86,0,NZL
Thailand,13,0,0,13,2020,all,no cases closed,no cases closed,38,THA
Viet Nam,12,2,0,14,2020,all,no cases closed,no cases closed,36,VNM
Estonia,10,2,3,9,2020,all,22.99,27,0,EST
Kenya,8,4,2,10,2020,all,0.62,20,10,KEN
Malta,8,8,1,15,2020,all,50.04,8,7,MLT
Mauritius,7,0,1,6,2020,all,19,14,17,MUS
Saudi Arabia,6,3,2,7,2020,all,5.05,27,0,SAU
Barbados,5,2,2,5,2020,all,0.5,33,0,BRB
Iceland,5,5,4,6,2020,all,11.08,53,0,ISL
Serbia,5,2,2,5,2020,all,4.81,33,20,SRB
Zambia,5,0,0,5,2020,all,no cases closed,no cases closed,20,ZMB
Latvia,4,10,2,12,2020,all,10.11,22,8,LVA
Aruba,3,1,4,0,2020,all,5.52,114,0,ABW
Dominican Republic,3,0,0,3,2020,all,no cases closed,no cases closed,33,DOM
Greenland,3,0,2,1,2020,all,46.32,67,0,GRL
Chile,2,2,0,4,2020,all,no cases closed,no cases closed,0,CHL
Colombia,2,1,0,3,2020,all,no cases closed,no cases closed,0,COL
Lithuania,2,4,1,5,2020,all,56,25,0,LTU
Pakistan,2,2,0,4,2020,all,no cases closed,no cases closed,0,PAK
Faroe Islands,1,0,0,1,2020,all,no cases closed,no cases closed,100,FRO
Jersey,1,0,1,0,2020,all,16,100,0,JEY
Nigeria,1,1,1,1,2020,all,0.62,67,0,NGA
Panama,1,1,0,2,2020,all,no cases closed,no cases closed,0,PAN
Peru,1,1,1,1,2020,all,6,67,0,PER
Trinidad and Tobago,1,0,0,1,2020,all,no cases closed,no cases closed,0,TTO
Uruguay,1,0,0,1,2020,all,no cases closed,no cases closed,0,URY
Albania,0,0,0,0,2020,all,no cases closed,n/a,0,ALB
Andorra,0,0,0,0,2020,all,no cases closed,n/a,0,AND
Angola,0,0,0,0,2020,all,no cases closed,n/a,0,AGO
Anguilla,0,0,0,0,2020,all,no cases closed,n/a,0,AIA
Antigua and Barbuda,0,0,0,0,2020,all,no cases closed,n/a,0,ATG
Armenia,0,0,0,0,2020,all,no cases closed,n/a,0,ARM
Bahamas,0,0,0,0,2020,all,no cases closed,n/a,0,BHS
Bahrain,0,0,0,0,2020,all,no cases closed,n/a,0,BHR
Belize,0,0,0,0,2020,all,no cases closed,n/a,0,BLZ
Benin,0,0,0,0,2020,all,no cases closed,n/a,0,BEN
Bermuda,0,0,0,0,2020,all,no cases closed,n/a,0,BMU
Bosnia and Herzegovina,0,1,1,0,2020,all,6.82,200,0,BIH
Botswana,0,0,0,0,2020,all,no cases closed,n/a,0,BWA
British Virgin Islands,0,0,0,0,2020,all,no cases closed,n/a,0,VGB
Brunei Darussalam,0,0,0,0,2020,all,no cases closed,n/a,0,BRN
Burkina Faso,0,0,0,0,2020,all,no cases closed,n/a,0,BFA
Cabo Verde,0,0,0,0,2020,all,no cases closed,n/a,0,CPV
Cameroon,0,0,0,0,2020,all,no cases closed,n/a,0,CMR
Cayman Islands,0,0,0,0,2020,all,no cases closed,n/a,0,CYM
Congo,0,0,0,0,2020,all,no cases closed,n/a,0,COG
Cook Islands,0,0,0,0,2020,all,no cases closed,n/a,0,COK
Costa Rica,0,0,0,0,2020,all,no cases closed,n/a,0,CRI
Côte d'Ivoire,0,0,0,0,2020,all,no cases closed,n/a,0,CIV
Curaçao,0,5,5,0,2020,all,1.97,200,0,CUW
DRC,0,0,0,0,2020,all,no cases closed,n/a,0,COD
Djibouti,0,0,0,0,2020,all,no cases closed,n/a,0,DJI
Dominica,0,0,0,0,2020,all,no cases closed,n/a,0,DMA
Egypt,0,0,0,0,2020,all,no cases closed,n/a,0,EGY
Eswatini,0,0,0,0,2020,all,no cases closed,n/a,0,SWZ
Gabon,0,0,0,0,2020,all,no cases closed,n/a,0,GAB
Georgia,0,0,0,0,2020,all,no cases closed,n/a,0,GEO
Gibraltar,0,0,0,0,2020,all,no cases closed,n/a,0,GIB
Grenada,0,0,0,0,2020,all,no cases closed,n/a,0,GRD
Guernsey,0,0,0,0,2020,all,no cases closed,n/a,0,GGY
Haiti,0,0,0,0,2020,all,no cases closed,n/a,0,HTI
Honduras,0,0,0,0,2020,all,no cases closed,n/a,0,HND
Isle of Man,0,0,0,0,2020,all,no cases closed,n/a,0,IMN
Jamaica,0,0,0,0,2020,all,no cases closed,n/a,0,JAM
Jordan,0,0,0,0,2020,all,no cases closed,n/a,0,JOR
Liberia,0,0,0,0,2020,all,no cases closed,n/a,0,LBR
"Macau, China",0,0,0,0,2020,all,no cases closed,n/a,0,MAC
Maldives,0,0,0,0,2020,all,no cases closed,n/a,0,MDV
Monaco,0,0,0,0,2020,all,no cases closed,n/a,0,MCO
Mongolia,0,0,0,0,2020,all,no cases closed,n/a,0,MNG
Montenegro,0,0,0,0,2020,all,no cases closed,n/a,0,MNE
Montserrat,0,0,0,0,2020,all,no cases closed,n/a,0,MSR
Namibia,0,0,0,0,2020,all,no cases closed,n/a,0,NAM
North Macedonia,0,1,0,1,2020,all,no cases closed,no cases closed,0,MKD
Oman,0,0,0,0,2020,all,no cases closed,n/a,0,OMN
Papua New Guinea,0,0,0,0,2020,all,no cases closed,n/a,0,PNG
Paraguay,0,0,0,0,2020,all,no cases closed,n/a,0,PRY
Saint Kitts and Nevis,0,0,0,0,2020,all,no cases closed,n/a,0,KNA
Saint Lucia,0,0,0,0,2020,all,no cases closed,n/a,0,LCA
Saint Vincent and the Grenadines,0,0,0,0,2020,all,no cases closed,n/a,0,VCT
San Marino,0,0,0,0,2020,all,no cases closed,n/a,0,SMR
Senegal,0,0,0,0,2020,all,no cases closed,n/a,0,SEN
Seychelles,0,0,0,0,2020,all,no cases closed,n/a,0,SYC
Sierra Leone,0,0,0,0,2020,all,no cases closed,n/a,0,SLE
Sri Lanka,0,4,0,4,2020,all,no cases closed,no cases closed,0,LKA
Turks and Caicos Islands,0,0,0,0,2020,all,no cases closed,n/a,0,TCA
Ukraine,0,0,0,0,2020,all,no cases closed,n/a,0,UKR
United Arab Emirates,0,0,0,0,2020,all,no cases closed,n/a,0,ARE
Germany,727,424,365,786,2020,other,19.61,39,15,DEU
Belgium,471,396,339,528,2020,other,12.75,51,6,BEL
France,402,191,171,422,2020,other,17.24,34,19,FRA
United States,353,116,148,321,2020,other,29.52,36,36,USA
United Kingdom,273,268,230,311,2020,other,12.33,57,9,GBR
Italy,247,66,41,272,2020,other,51.83,15,25,ITA
Netherlands,197,142,124,215,2020,other,12.19,46,7,NLD
Switzerland,189,156,115,230,2020,other,20,43,6,CHE
Spain,179,102,42,239,2020,other,14.43,18,8,ESP
Austria,173,59,78,154,2020,other,20.37,39,26,AUT
Luxembourg,172,183,198,157,2020,other,9.75,75,13,LUX
India,162,20,18,164,2020,other,58.53,10,54,IND
Sweden,121,81,80,122,2020,other,18.37,50,3,SWE
Poland,90,17,25,82,2020,other,28.69,25,20,POL
Denmark,73,21,26,68,2020,other,33.66,31,22,DNK
China,69,28,10,87,2020,other,35.55,12,21,CHN
Korea,66,12,10,68,2020,other,42.44,14,34,KOR
Finland,63,35,21,77,2020,other,23.61,26,25,FIN
Norway,49,40,47,42,2020,other,18.01,68,5,NOR
Ireland,43,55,27,71,2020,other,7.39,38,7,IRL
Canada,42,17,22,37,2020,other,19.15,44,14,CAN
Malaysia,39,2,25,16,2020,other,18.64,63,6,MYS
Romania,38,4,8,34,2020,other,11.39,20,44,ROU
Portugal,36,25,14,47,2020,other,8.96,29,6,PRT
Qatar,32,0,25,7,2020,other,18.64,78,0,QAT
Morocco,28,2,2,28,2020,other,86.9,7,82,MAR
Indonesia,23,7,13,17,2020,other,91.19,49,12,IDN
Kazakhstan,23,2,0,25,2020,other,no cases closed,no cases closed,36,KAZ
Slovak Republic,23,2,3,22,2020,other,99.7,13,32,SVK
Czech Republic,22,8,6,24,2020,other,23.22,23,21,CZE
Greece,20,4,6,18,2020,other,25.74,27,17,GRC
Slovenia,20,3,2,21,2020,other,12.87,9,19,SVN
Australia,18,28,22,24,2020,other,6.12,69,4,AUS
Singapore,16,5,3,18,2020,other,16.52,16,11,SGP
Liechtenstein,15,1,10,6,2020,other,14.47,65,17,LIE
Mexico,15,8,4,19,2020,other,26.12,21,5,MEX
Hungary,14,3,5,12,2020,other,10.87,32,33,HUN
"Hong Kong, China",13,2,4,11,2020,other,22.33,29,18,HKG
Russia,13,3,0,16,2020,other,no cases closed,no cases closed,0,RUS
South Africa,13,12,6,19,2020,other,19.07,32,5,ZAF
Thailand,13,0,0,13,2020,other,no cases closed,no cases closed,38,THA
Croatia,11,3,1,13,2020,other,2.98,8,38,HRV
Türkiye,11,3,1,13,2020,other,111.74,8,31,TUR
